0,4,36,8
1,13,41,8
2,9,48,16
3,18,23,14
4,27,33,14
5,48,29,16
6,49,20,4
7,23,43,14
8,45,0,14
9,3,36,16
10,0,15,2
11,41,29,12
12,49,33,8
13,14,36,4
14,7,39,16
15,37,15,4
16,7,39,10
17,10,9,14
18,6,23,18
19,37,38,14
20,27,32,18
21,3,32,14
22,17,18,14
23,43,18,14
24,46,12,16
25,1,14,16
26,9,26,18
27,14,45,2
28,44,9,10
29,9,1,8
30,48,43,12
31,23,1,10
32,27,17,14
33,38,40,10
34,43,13,10
35,6,26,8
36,43,31,12
37,27,16,12
38,20,40,6
39,47,26,12
40,6,38,14
41,29,34,10
42,22,32,18
43,19,43,16
44,18,46,6
45,10,32,18
46,27,39,10
47,11,37,16
48,7,18,18
49,0,6,18
50,40,0,16
51,20,29,4
52,6,31,12
53,3,48,10
54,42,6,12
55,9,24,4
56,35,12,14
57,35,0,6
58,8,49,2
59,17,34,18
60,24,42,18
61,33,10,2
62,36,8,6
63,2,6,10
64,17,2,18
65,33,35,14
66,4,33,12
67,36,24,6
68,39,18,12
69,14,34,8
70,6,49,16
71,4,16,6
72,31,39,10
73,3,20,2
74,23,43,10
75,47,27,12
76,18,7,10
77,38,26,4
78,14,47,8
79,40,49,8
80,9,45,18
81,6,38,12
82,42,16,10
83,22,49,14
84,15,3,4
85,8,27,2
86,0,18,6
87,14,13,12
88,15,25,6
89,45,2,18
90,33,42,6
91,6,7,6
92,38,16,18
93,39,36,10
94,18,3,8
95,38,10,14
96,41,4,6
97,20,31,10
98,40,26,12
99,49,5,4
100,28,35,18
101,31,34,8
102,7,17,6
103,1,40,18
104,43,3,10
105,39,31,6
106,12,26,12
107,33,35,8
108,47,0,2
109,18,14,8
110,5,4,4
111,17,41,18
112,45,30,8
113,33,16,18
114,41,11,18
115,5,30,18
116,22,42,4
117,0,24,14
118,18,13,8
119,7,35,14
120,34,21,4
121,28,47,18
122,46,43,10
123,30,10,18
124,21,25,16
125,47,5,10
126,10,16,6
127,13,40,6
128,10,37,18
129,14,5,16
130,49,29,18
131,18,40,10
132,23,3,16
133,48,22,2
134,38,18,10
135,16,23,16
136,47,17,12
137,21,47,2
138,43,32,18
139,14,13,2
140,6,3,2
141,47,10,10
142,38,10,10
143,6,20,4
144,34,26,10
145,4,23,8
146,27,49,4
147,35,38,14
148,41,35,8
149,6,25,18
150,35,15,12
151,21,30,6
152,46,7,4
153,2,33,14
154,15,18,18
155,10,46,14
156,0,18,18
157,25,9,10
158,14,8,2
159,30,40,2
160,43,4,2
161,45,38,14
162,17,37,6
163,14,43,4
164,40,45,16
165,30,23,2
166,32,11,10
167,19,30,14
168,15,16,4
169,1,7,16
170,7,15,2
171,33,48,18
172,8,46,14
173,23,24,4
174,2,1,10
175,37,45,18
176,29,11,10
177,14,15,12
178,26,25,12
179,27,26,2
180,19,11,4
181,42,0,16
182,34,13,12
183,16,18,16
184,24,10,6
185,13,40,8
186,5,42,14
187,35,40,14
188,45,40,12
189,4,19,14
190,27,39,14
191,9,46,2
192,26,39,18
193,16,49,6
194,28,14,8
195,34,35,16
196,18,33,8
197,19,36,18
198,48,30,2
199,1,22,10
